,,,,,,
,,,,,,
,,,,,,
,Picture,UUID,Raw DAT💾,Object Name/Download💾,Type,Description (if available)
,,0EE3EF7E-91A44C4B-95A1CDFC-5EC805F6,1453789861_DAT,Opulent Ring - Ruby (for Male),Male Hands,Display the level of your generosity with a true Jewel of the Skies! [#Legal]
,,0EF26338-5B5E4C9B-83F3B9EF-82E9D59A,3202160003_DAT,Heiress Shoes,Female Feet,Join the seafaring set for an extravagant party and blow them out of the water with your incredible dress-sense. [#Legal]
,,0EF939C1-D5D74F1F-A721C6C6-758F6D0E,1924982490_DAT,Bus Stop Sign,Other,バス停の標識(砂浜ラウンジ) [#Legal]
,,0EF9E1CD-023B487E-A15C2A58-0F741184,3005709276_DAT,"Worn-out Samurai's Leg Armor (Silver, Men)",Male Feet,"A set of silver, worn-out leg  armor said to be worn by a nameless samurai.\nDefensive Strength: ★★★-[#Legal]"
,,0EFAB8D7-673F4D0E-A8C256B6-F8B050F2,329271349_DAT,"Lace-less Leather Shoes (Black, Men)",Male Feet,Black leather shoes without shoelaces.\nDefensive Strength: ★\nCoolness: ★★[#Legal]
,,0F098D90-CB574DE6-BF3ED277-24DBFAC4,3821602891_DAT,Fairytale Queen of Hearts Boots,Female Feet,"A cold-hearted queen, or just a misunderstood monarch? All depends on your perspective. \nConcept by PlayStation®Home user Jennifer Whitbread. [#Legal]"
,,0F0A78B1-72D24C03-A5062AD4-EA0DF9B3,1187051706_DAT,Stiletto Boots with Jeans - Brown (for Female),Female Legs Feet,"If she's a fashion-concious lady, this is a must-have. [#Legal]"
,,0F0F2FAE-C867494B-9E15EBA9-612D54B3,3073751172_DAT,"Nameless Sword, Sheathed (Women)",Female Hands,A sword by an unknown swordsmith. It cuts reasonably well. (sheathed)\nAttacking Strength:★+[#Legal]
,,0F1207CC-299E4F09-BBAC1DED-232CD3C3,3130742983_DAT,Kazuya Body,Male Tors,Kazuya's costume from TEKKEN 6.\n  Collect all pieces to complete the costume set![#Legal]
,,0F136EFE-28F94BB5-89EF4A17-DF7BEECC,2169077391_DAT,TicketStation,Other,TicketStation [#Legal]
,,0F145507-59404A35-B7C3BBF0-2D5B6004,416044369_DAT,Paris Modern Floor Lamp 2,Furniture,"When one lamp is just not enough, have another![#Legal]"
,,0F1837D3-AC2942EE-84EF91A7-BC4C15CA,3373382321_DAT,Gen Action Figure,Furniture,"An action figure modeled on Gen, hero of Hammerin' Hero.[#Legal]"
,,0F195870-31DD48A2-82E85D10-49A60747,1847204765_DAT,Female cheerleader shoes,Female Feet,"Légères, jolies et assorties à votre tenue! [#Legal]"
,,0F1A159B-987B477D-A7514705-87DCB3AE,351488948_DAT,Male UFC wristband,Male Hands,Download this UFC wristband (male)
,,0F1A4B71-0D2840EE-A367587E-8619BE0A,2405561801_DAT,Stage 2 LCD TV,Furniture,A non-functioning flat-panel television set prop. [#Legal]
,,0F1DEDE5-21F64A80-8712FBFE-0197A83D,2617096223_DAT,Crystal Encrusted Sandals - Sapphire,Female Feet,Take sophistication to the max with these bejewelled beauties. [#Legal]
,,0F1E42CE-74C04D9D-8C0A1992-231F7A50,2583616205_DAT,Racer Shades - Pyro,Male Glasses,Squinting is not a good look. Wrap these babies around your eyeballs and you're good to go. [#Legal]
,,0F1FB0BD-A4844415-93080A9E-FC797098,3457532914_DAT,Lars Shirt,Male Tors,Lars' costume from TEKKEN 6.\n  Collect all pieces to complete the costume set![#Legal]
,,0F2095A0-38874948-8E7F4CEF-F92CF70D,738286891_DAT,Pirate Hat,Male Hat,Pirate Hat
,,0F214CEF-51DB4400-801CCB33-81A5DE41,615187832_DAT,Funky Print Tee - Red Mask,Male Tors,Somewhere between good and evil... [#Legal]
,,0F21BA3A-90E645FF-A9B06105-A611B7D6,4098260717_DAT,"Metal Rod (Black Metal, Men)",Male Hands,Giant metal rod great for its overwhelming destructive power.nAttacking Strength: ★★★★nDemon Attacking Strength: ★★★★★[#Legal]
,,0F26D663-161546C8-97E143BF-17E821E4,558528129_DAT,GST - nDreams Dance Pack - World Dances Pack 1 (Female),Animation,"Show off your heritage with the World Dances Pack. Includes Russian, Greek and Irish. [#Legal]"
,,0F28EE42-203F403F-B09772BD-68390E96,2266858122_DAT,Leather Blazer,Male Tors,"This fashionable blazer inspired by sophisticated Italian styling, makes every man look good in Home! [#Legal]"
,,0F2CBFA6-1D954C43-8917E5CB-807A51C2,2299225694_DAT,Xi: Continuum - sandboxx Hoody (Male),Male Tors,This is a hoody inspired by the character from Xi: Continuum. [#Legal]
,,0F2E8AE5-10A045F4-B8BA5C26-22AD6E3E,1229190217_DAT,Nightfall Herald Frock Coat,Male Tors,Command the attention you deserve in this striking period jacket. [#Legal]
,,0F31E344-2EA445C5-81C30D23-0D09E94E,555263108_DAT,"Sports Towel (Checkered, M)",Male Tors,A checkered sports towel worn around the neck while walking around shirtless.[#Legal]
,,0F383029-0989413D-86F182C4-C5FA4C1C,2123127946_DAT,Sodium Pilot Chilli Jacket Grade Five (for Female),Female Tors,Sodium Pilot Jacket - Chilli Red Edition - Grade Five Achieved.
,,0F44B42A-51824CFC-820BAC28-D56529A2,2649821486_DAT,Blue Skinny Jeans with Pink Stilettos,Female Legs Feet,"Sexy Stilettos and Skinny Jeans available in a variety of colours - mix and match, find the perfect pair for any outfit [#Legal]"
,,0F45EEA4-9A584E74-93843B91-E54D2F12,2991409644_DAT,Statement Earrings - Fairytale (Left Ear),Female JewelLeftEar,"Statement jewellery can enhance a simple outfit, or make a more extravagant ensemble really 'pop'! [#Legal]"
,,0F4A2A6D-C7B34D2C-A7341807-381319C6,2538407308_DAT,Drop Science Cap Reverse Left Tilt - Dirty Dawg,Male Hat,Peaked cap with label. [#Legal]
,,0F512BC9-FC4444A3-AC5C8606-513D7FB5,1342872755_DAT,DRIVECLUB™ - Burning Rubber Companion,Companion,E3® 2013 Reward! [#Legal]
,,0F5496F6-16A64BE9-93C13CEB-3A9B0368,910400404_DAT,Gentleman's Formal Dress Jacket - Grey,Male Tors,They'll look like a proper dapper gent in this fine hand crafted item. [#Legal]
,,0F55C755-5DDC4B95-B94DA119-492AFB1B,3735482274_DAT,Relax,Other,寝そべり [#Legal]
,,0F560C43-30F74B14-B1EF453B-113E88DB,757689086_DAT,Black Shorts・Male,Male Legs,Colourful athletic shorts.
,,0F58AFAA-CB234CE1-87751F27-F1FB14B7,3170075759_DAT,Paris Victorian style jacket (male),Male Tors,Complete with long coat-tails and bow tie.[#Legal]
,,0F5F4F2D-0375436D-B1947946-5B1C6E46,36917354_DAT,Worn Boots - Basic Foot Protection,Female Feet,"A worn out pair of old boots, offers only the bare minimum protection. [#Legal]"
,,0F65BD2F-ADA8457E-AEFE994F-8C87F5DD,4199505684_DAT,Shipmate Shindig Seven League Boots,Male Feet,Embrace life on the open seas with some swashbuckling clothing. [#Legal]
,,0F6C97E1-DCBF41D3-AEF0DED7-79E0A0D5,1317878064_DAT,Boba Fett Mandalorian Helmet,Male Hat,"This is the helmet of the most famous galactic bounty hunter, Boba Fett. He wore Mandalorian armor and was a clone of the famed Jango Fett. Boba Fett was one of six bounty hunters hired by Darth Vader to track and capture the Millennium Falcon. Fett was successful by setting a trap for the Millennium Falcon on Bespin.[#Legal]"
,,0F724F30-2F9A41B3-9A150CF1-064899E6,2800601120_DAT,Raver Shirts - Dragon,Male Tors,"Wear these bright and flashy clothes while supporting Peace, Love, Unity, and Respect.  [#Legal]"
,,0F74DCC2-4D97456E-B0B55226-0A22EF68,3800842866_DAT,"Feather Earrings (Navy Silver, Left Ear, Women)",Female JewelLeftEar,"Simple, elegant earrings in the shape of wings.\nGorgeousness: ★[#Legal]"
,,0F76BC93-C7CF47A4-B688A74C-B6230E7E,1586035592_DAT,Animated Tribal Tattoo 1,Male Tors,"An animated, right arm, tribal, sleeve tattoo with a grey vest. [#Legal]"
,,0F7D4746-5B884763-941642DC-A8F1B757,956302206_DAT,White Tiger Axe (Men),Male Hands,"It has the power of one of the four mythological creatures, the White Tiger of the west. Ancient characters are written on it. [#Legal]"
,,0F86EA9B-17894FD5-95BE593B-D8B5D386,1299069789_DAT,Sports Champions 2 Vest (male),Male Tors,Become the ultimate Sports Champion with this awesome outfit! [#Legal]
,,0F8887AA-92074636-B115C9A8-61D29F13,2534624343_DAT,Aurora T-shirt (Male),Male Tors,Aurora has been found!  Wear your Aurora T-shirt and spread the word! [#Legal]
,,0F8B288D-22AB4BA9-B1E36171-4FB5A2BC,4099783899_DAT,"Soft Mohawk Hairstyle (Pink Hairpins, Men)",Male Hat,A hairstyle with the hair in the centre pointed up and hairpins attached.\nDefensive Strength: ★[#Legal]
,,0F90A219-4FA9481C-8B63F7CD-B879A8C0,3426477800_DAT,"Pajama Top, Short (Star &amp; Moon Pattern on Light Blue, Men)",Male Tors,"Pajama top worn while sleeping. Short length type to make the lower hem look nicer when sitting. Best suited for sitting on ""Dreamy Bed"" advanced furniture.\nDefensive Strength: ★\nSleepiness: ★★★[#Legal]"
,,0F9D17F0-F6054FF7-AB20EC0B-9687C815,2885579078_DAT,The Union Flag Buttoned Trail Boots,Male Feet,"The Razor Collection brings you casual style with a cutting edge!  We bring you trousers, boots, tops and gloves!  Mix it or match it, the choice is yours, cohesion or clash, cut a dash in the Razor Collection! [#Legal]"
,,0FA24AC4-AB22444F-BE96CF5E-82185A37,1776210837_DAT,"Dokuganryu's Samurai Lower Garment (Red, Male)",Male Legs,Red samurai lower garment said to be worn by Dokuganryu Masamune himself.\nAttacking Strength: ★+\nDefensive Strength: ★★★\nStylishness: ★★★★[#Legal]
,,0FB2F718-7AC84DFC-A28C99DE-F3F11931,1238994541_DAT,Cupcake Dress Heels (Female),Female Feet,A pair of pink heels with bows. [#Legal]
,,0FB38EB2-AE134998-BE05F5DE-B75E9CC5,1893066966_DAT,Giant Shamrock - Male,Male Hands,Celebrate St Patrick's Day in style with the giant shamrock hand item. [#Legal]
,,0FB87711-F2454023-93D727AA-5A6EF13E,3600264507_DAT,Dark Menace Pants,Male Legs Feet,Black leather pants for the menace in you. [#Legal]
,,0FBF7AEA-965F4326-86937073-D8B46A59,1507380568_DAT,Everyone's Picture: Glittering Sands Beach,Other,みんなで撮ろうヨ！ on the Beach [#Legal]
,,0FC0C920-EC2F44FF-B16BD602-CEC7AD48,3527905160_DAT,Amethyst Necklace,Female HeadPhones,This stunning set of Amethyst jewelry will bring class to any outfit. Watch them sparkle![#Legal]
,,0FC2F4A8-65C64156-818E3DE4-28E9F718,2190411202_DAT,Royal King Armour (Male),Male Tors,Royal armour fit for a king. [#Legal]
,,0FC58B51-379448C1-B92606C7-69EDE124,2290306839_DAT,Raver Pants - Blood Splatter  ,Female Legs,Capture the attention of everyone around as you dance with these colorful pants. [#Legal]
,,0FCDDE7A-700943F9-9C1846D3-406C18F4,682592734_DAT,The Card King Sword,Male Hands,You must always be prepared. [#Legal]
,,0FD6C530-37F34F13-94D08CF5-EAD9F713,3798357074_DAT,Hellfire Games T-shirt,Female Tors,Hellfire Games T-shirt [#Legal]
,,0FD936BC-04FA4EA6-A7EFD4D8-A42954C7,2095710817_DAT,"Knit Beanie, Medium (Black, Men)",Male HeadPhones,A knit cap with ear flaps. This type is a standard size.\nWarmth: ★★★[#Legal]
,,0FDB81D3-636B4CA3-AA1211AE-B5D85E11,1372891904_DAT,Konami Twitter Feed,Minigame,KONAMI Twitter [#Legal]
,,0FDE0EFA-2EE44A5A-9754ABD2-6ECC5F8C,3552320959_DAT,The Sports Bar - Hoodie (Men),Male Tors,A comfortable hoodie with the Sports Bar logo. Exclusive to the VEEMEE 3D Printer. [#Legal]
,,0FDFE182-9B2649E0-B1EECF19-D9C7D10B,2735489532_DAT,Leather Boots (Female),Female Feet,Leather ankle-high boots. [#Legal]
,,0FE01C2E-3A50468E-ADF3C937-A445A2A9,93169965_DAT,Classic Jeans,Male Legs,These tapered jeans are accented with a studded belt.[#Legal]
,,0FE14DD3-2A7E468D-9F37E88C-7A7D38E4,2289538891_DAT,"Succubus Hairstyle (White Wings, Women)",Female Hat,A succubus hairstyle with white wings attached.\nDefensive Strength: ★\nMagic Power: ★\nNightmare Level: ★\nSexiness: ★★+[#Legal]
,,0FE2ED51-C8714864-AA293F2E-695A6FF7,3942896915_DAT,"Square Glasses, Half-Rim &amp; Beautiful Eyes (Sapphire Blue)",Male Glasses,"Rounded-off rectangular eyeglasses with frames on the underside alone, and colour contact lenses that change the impression of the pupil.[#Legal]"
,,0FE5FDC5-31A64FEC-A5A16088-C410C34E,4197981776_DAT,Grey tartan sneakers (Men),Male Feet,Those emo sneakers will look good on any occasion. [#Legal]
,,0FE7078F-78474856-BFED9629-1EDD416F,2167376025_DAT,"Delinquent Boots with Belts (Dark Red, Men)",Male Feet,Delinquent boots decorated with belts.\nDefensive Strength: ★\nCoolness: ★[#Legal]
,,0FEAD351-1C1B44A1-9EA2203B-E77DB11B,4275105882_DAT,"Chic Goth Loli Dress &amp; Tights (Black, Women)",Female Outfits,A dress in Gothic Lolita fashion.\nDefensive Strength: ★\nCuteness: ★★★[#Legal]
,,0FEB615C-AAF3401E-9B373973-464D3DE5,3654372062_DAT,Red Skeleton Open Hoodie with White T-shirt,Male Tors,The casual open jacket and t-shirt combo with the latest designer graphic styles. [#Legal]
,,0FEE3B7A-33094F28-972B0AD6-4EF10142,2566448913_DAT,Anime Hair 3,Female Hair,Anime Hair 3 [#Legal]
,,0FF61229-55F94646-94847012-4B9492A4,1225967719_DAT,Glow Star Galaxy Earrings - Green (Left),Female JewelLeftEar,Glow Star Galaxy Earrings - Stars that Glow in the Dark [#Legal]
,,0FFDD318-55B24094-AC833FE7-9F686ADF,2588951200_DAT,Supporters' Glasses B・Female,Female Glasses,Flashy decorated glasses worn by South African football fans.
,,10181469-CC724137-A82BDDA1-35B9942C,488321371_DAT,"Shoes &amp; Socks (Brown Leather &amp; Navy, Men)",Male Feet,Leather shoes with navy blue socks. \nDefensive Strength: ★\nYouth Level: ★★[#Legal]
,,1019F436-43A14E7C-9F75630C-5E15BDB6,480330418_DAT,Paul's Shirt &amp; Tattoo Sticker,Male Tors,"With this great shirt and killer tattoo you'll look just like your favorite Tekken character, Paul Phoenix!\n\n Note: all five items, ""Paul's Shirt &amp; Tattoo Sticker"", ""Paul's Pants"", ""Paul's Wig"", ""Paul's Feet"" and ""Paul's Hands"" are necessary to complete the Paul costume!\n[#Legal]"
,,101C2349-FC0A4B24-975C55EF-792A12EE,4244286500_DAT,Floral Geisha Tee with Necklace,Female Tors,Perk up your wardrobe with this Floral Geisha Tee and Necklace! [#Legal]
,,101E45FA-46024B00-B24CCA1C-4D1B4413,2019444878_DAT,Billabong - Scotty Lago Jacket - Blue,Male Tors,Scotty Lago Jacket in Blue [#Legal]
,,1021ED02-AB614081-9D90A77A-E3C79470,3298462590_DAT,Aviator,Male Tors,Aviator shades [#Legal]
,,10222D58-098E4BD5-AE318047-BA063077,265804028_DAT,Cyan biker boots for women,Female Feet,Those timeless cyan leather boots will spice up any casual outfit. [#Legal]
,,10293DC4-07024ED6-913612D6-63A16EED,190961498_DAT,View Trailer,Minigame,Trailer mini-game [#Legal]
,,102D1290-AB8A4824-BCE75CDC-F85250A5,2104664244_DAT,LMO - High Heels (Cork),Locomotion,
,,1034D908-9BDB4567-ACFEE212-C29C07DD,1774671082_DAT,Athletic Plimsoll - Navy Camo,Male Feet,"Comfortable, fashionable footwear. [#Legal]"
,,1038B1F1-D9F3480B-91125EB4-882567C7,525318107_DAT,Sneak Attack,Minigame,This secret audio trigger system gives you the power to place 5 hidden triggers around your personal space to surprise your friends when they get near one! This free item comes with an elephant trumpeting track. Purchase more sound banks to add to your sneaky repertoire. [#Legal]
,,103CFB40-37484FC6-B81A6DE9-9B3024EF,3465871178_DAT,DataBot Jr.,Companion,"This highly-portable companion bot hovers over all terrain, following diligently as your faithful pal. It also fits into most overhead storage compartments. [#Legal]"
,,105C8437-26524A7B-9493E3D1-462D68DA,419091648_DAT,LittleBigPlanet™ Zipper T-shirt,Female Tors,LittleBigPlanet™ Sackboy™ Zipper T-shirt [#Legal]
,,1061F69E-4DFB4312-989BFE75-963250DA,2251734984_DAT,Red Bull Flugtag - Trucker Cap (for Male),Male Hat,Wear this when you want to show off. Or are having a bad hair day. [#Legal]
,,1066BF59-AF0A40FA-9088BAD3-C37A6DB1,1235904024_DAT,The Marion,Female Hair,"A long, loose, sophisticated style, ideal for day or evening wear. \n\n Hair by Medusa [#Legal]"
,,10671431-4FAF410D-A496FB49-9ED1DBA3,353911954_DAT,Army Strong T-Shirt,Female Tors,You’ve seen the first three episodes – stay tuned to find out how the competition unfolds. New episodes every Monday at the Best Ranger Channel in the PSN Video Store!
,,106D0B44-2B694BA5-B560DD3A-655026E8,1074700167_DAT,"Surfing Shorts (Palm Tree_and_Beach, M)",Male Legs,A pair of swimming trunks that goes down to the knees. Features a print depicting a palm tree standing on a beach.[#Legal]
,,106DD9C4-000A48BF-9C9CCA59-DDAC73FE,1870993709_DAT,Animated Rocket Lava Lamp - Blue with Black Base,Furniture,"Animated Rocket Lava Lamp with moving, glowing Lava. [#Legal]"
,,106F5709-3EE5492D-8D04C5F5-247F5101,2704665843_DAT,Drey Blush Pink Wedge Ankle Boot,Female Feet,"This  suede boot with its wedge platform heel, embossed emblem and sleek shaping is sure to be seen on next season's catwalk. A definite mix-and-match must-have for any wardrobe. [#Legal]"
,,1070918E-A7204081-9B41C050-186E05A9,1105965756_DAT,Super Skinny Attitude Jeans - Teal (for Male),Male Legs,Think you've already seen the skinniest jeans imaginable? Think again! [#Legal]
,,1072D298-F9F94F02-8162B2D9-13499898,312139512_DAT,Style Icon T - White,Male Tors,Heavy gold chains over a printed T with gold wristband. [#Legal]
,,1073BBE1-1CA34D38-BA888CF3-BE7D2E4F,4215766687_DAT,Golden VIP Top Hat (Female),Female Hat,"Our VIP section is where serious gamers come to play. This Golden VIP Top Hat will give you unlimited access to the higher stakes tables in our VIP area. You'll be able to earn some serious rewards, fast! It's time to prove you're one of the best! [#Legal]"
,,10766FA4-7217464D-866A79B9-3CF75867,2577169771_DAT,"Sporty Cheer Outfit (Red &amp; White, Women)",Female Outfits,Sporty cheerleader outfit.\nDefensive Strength: ★\nSexiness: ★★★[#Legal]
,,107745D2-1AEE48FD-A1FFD0D2-8E70161F,2229725337_DAT,"Jinbei, Bottom (Orange-Yellow, Eggs &amp; Chicks, Men)",Male Legs,The bottom half of an orange-yellow jinbei decorated with an egg and chick pattern.\nDefensive Strength: ★\nStylishness: ★★[#Legal]
,,107C27FC-63854DC8-98A0041C-C1734A9B,982117066_DAT,Wrangler - Jacquard Crew Knit - Charcoal Melange,Male Tors,Charcoal Melange Jacquard crew knit top. [#Legal]
,,107DB9FB-F4DD4342-864F1AF1-A9BFEC2F,1517143341_DAT,Grey Headphone Beanie Hat,Male Hat,The perfect gift for a casual guy! [#Legal]
,,1088037E-B2CF4739-B7EA736C-13BEAFA5,2535498074_DAT,Base skirt,Female Legs,Base skirt [#Legal]
,,108CDAD6-88FF4225-926BF877-7197A87F,1110065434_DAT,Animated Pink Neon Footstool,Furniture,Animated Neon Furniture - Pink. [#Legal]
,,108FE706-CB3044A1-B2BBC2CE-77119CC7,1632526473_DAT,Glow Spike Earring - Blacklight (for Female/Left Ear),Female JewelLeftEar,If you have trouble spotting your friends in dark places gift them these dayglow earrings and you'll spot them a mile off! [#Legal]
,,10901F82-1835457D-9E39C0C7-098C682A,1753749203_DAT,The Midway Big Bang Prize 2,Male Tors,The Midway Big Bang Prize 2
,,10926305-9977431D-9A09C32E-457A2263,326642066_DAT,Budzi Swimwear Set (top/men's),Male Tors,ブッジ水着セット（上・男性用）
,,109E4CCE-4247434F-BA36B8F2-F5E814BC,3950788511_DAT,Diamond Heels (Female),Female Feet,"Si vous aimez passionnément les chaussures, alors cette paire de talons aiguilles à diamants est faite pour vous! [#Legal]"
,,10A16972-62864B98-8E4368CE-F53B52A8,2118975661_DAT,The Midway Big Bang Prize 3,Male Tors,The Midway Big Bang Prize 3
,,10A1FF45-344C4EC8-9546F012-139CF92E,3526902424_DAT,Loco Badge (Kulche/women's),Female HeadPhones,
,,10A588F2-51EE4E70-800C3FE5-C5620A09,849661690_DAT,Ammo: Rift Inducer,Minigame,"Forms a vortex that persists on the spot it lands, and consumes any enemies that it hits or that walk into it."
,,10A5F0B5-650D42D3-9E1F0C39-65933CA7,1927058470_DAT,Drey Tan Leather Saddle Bag,Female Hands,"This saddle bag offers the ultimate accessory for the season, with its gold double buckle fastening and side clasp detail. Clean lines and a soft leather finish demonstrate Drey’s effortless approach to style.\n\n Closure: Double buckle fastening\n External features: Top handle, signature–embossed zip pull\n   Care: Use specialist leather cleaner\n [#Legal]"
